0.2;0.10766666666666667;;0.030000000000000000
0.4;0.081333333333333330;;0.027666666666666662
0.75;0.074666666666666660;;0.038000000000000000
1.00;0.096999999999999990;;0.035333333333333335
10.00;0.15833333333333333;;0.028333333333333332
100.00;0.32100000000000000;;0.028666666666666663
1000.00;0.98766666666666670;;0.019666666666666666
15.00;0.19499999999999998;;0.041333333333333330
150.00;0.39966666666666660;;0.024333333333333335
2.00;0.11133333333333334;;0.030333333333333334
200.00;0.36700000000000000;;0.021333333333333333
25.00;0.34900000000000003;;0.037333333333333336
250.00;0.43633333333333330;;0.023000000000000003
35.00;0.29733333333333330;;0.033999999999999996
350.00;0.51400000000000000;;0.025000000000000005
5.00;0.11366666666666665;;0.038333333333333330
50.00;0.32200000000000000;;0.023666666666666670
500.00;0.54233333333333330;;0.022666666666666670
65.00;0.30266666666666664;;0.027333333333333334
650.00;0.66566666666666660;;0.018666666666666665
8.00;0.14000000000000000;;0.027000000000000000
80.00;0.32066666666666666;;0.029666666666666664
800.00;0.70266666666666660;;0.018000000000000002
